scenario,stato,mu,sigma,R,L,perdita_positiva,E_L_cond_G,stato_grossolano,E_L_cond_G1,E_L_cond_G2
21,N,0.004,0.02,-0.005354392296023613,0.5354392296023613,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
22,N,0.004,0.02,0.014033273337010911,-1.4033273337010912,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
23,N,0.004,0.02,0.0021770199700705062,-0.21770199700705062,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
24,S,-0.03,0.08,0.15047048586230943,-15.047048586230943,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
25,N,0.004,0.02,0.00010617596990524815,-0.010617596990524815,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
26,N,0.004,0.02,-0.01778436926105152,1.7784369261051518,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
27,N,0.004,0.02,-0.007632925897788122,0.7632925897788122,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
28,N,0.004,0.02,0.018220178758782745,-1.8220178758782746,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
29,N,0.004,0.02,0.012505463717221997,-1.2505463717221996,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
30,S,-0.03,0.08,0.011768019388318028,-1.1768019388318027,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
31,N,0.004,0.02,-0.001432256845945775,0.14322568459457752,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
32,V,-0.006,0.045,0.0051715331718446365,-0.5171533171844637,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
33,V,-0.006,0.045,-0.015584453824810055,1.5584453824810056,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
34,V,-0.006,0.045,0.04382023266352544,-4.382023266352544,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
35,N,0.004,0.02,0.026246451219718067,-2.6246451219718065,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
36,N,0.004,0.02,0.03560694309789858,-3.560694309789858,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
37,S,-0.03,0.08,0.011225303791469382,-1.122530379146938,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
38,N,0.004,0.02,0.002957479668530087,-0.2957479668530087,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
39,N,0.004,0.02,-0.007788523879151656,0.7788523879151656,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
40,N,0.004,0.02,0.01118320395960483,-1.118320395960483,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
41,N,0.004,0.02,0.02810301882665352,-2.810301882665352,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
42,S,-0.03,0.08,-0.034372205678207826,3.437220567820783,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
43,N,0.004,0.02,0.04265631971086413,-4.265631971086413,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
44,S,-0.03,0.08,-0.0637029548876821,6.37029548876821,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
45,V,-0.006,0.045,-0.08930342371785269,8.930342371785269,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
46,S,-0.03,0.08,0.018259163530191094,-1.8259163530191094,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
47,N,0.004,0.02,0.016874292175251854,-1.6874292175251853,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
48,V,-0.006,0.045,-0.013998947259603779,1.3998947259603778,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
49,V,-0.006,0.045,-0.036076672062074384,3.6076672062074384,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
50,S,-0.03,0.08,0.02321542586940558,-2.321542586940558,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
51,N,0.004,0.02,0.014995338724630129,-1.499533872463013,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
52,V,-0.006,0.045,-0.03981691200860076,3.981691200860076,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
53,N,0.004,0.02,-0.025772019608827343,2.5772019608827343,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
54,N,0.004,0.02,-0.01756496653193148,1.7564966531931478,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
55,V,-0.006,0.045,0.01643481368691351,-1.6434813686913512,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
56,N,0.004,0.02,-0.00663085539653664,0.663085539653664,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
57,S,-0.03,0.08,-0.13526233579906,13.526233579906,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
58,N,0.004,0.02,0.040550523059852836,-4.055052305985283,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
59,S,-0.03,0.08,-0.02881368707315891,2.881368707315891,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
60,N,0.004,0.02,0.04625455553109406,-4.625455553109406,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
61,S,-0.03,0.08,0.03084614492823249,-3.084614492823249,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
62,S,-0.03,0.08,-0.04266995859396337,4.266995859396337,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
63,V,-0.006,0.045,-0.06816716837078869,6.816716837078869,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
64,S,-0.03,0.08,0.0006429469946636207,-0.06429469946636207,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
65,N,0.004,0.02,-0.044690142833283486,4.469014283328349,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
66,N,0.004,0.02,0.03740821449247579,-3.740821449247579,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
67,V,-0.006,0.045,-0.03542681802504726,3.542681802504726,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
68,N,0.004,0.02,0.0055140312936878925,-0.5514031293687892,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
69,N,0.004,0.02,0.027881568771475147,-2.7881568771475145,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
70,S,-0.03,0.08,-0.022122002917714864,2.2122002917714862,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
71,N,0.004,0.02,-0.008490950382601338,0.8490950382601339,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
72,S,-0.03,0.08,-0.031445225323110525,3.1445225323110524,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
73,V,-0.006,0.045,-0.013075040451854793,1.3075040451854794,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
74,V,-0.006,0.045,-0.00654083925875081,0.654083925875081,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
75,N,0.004,0.02,0.00790499285929043,-0.790499285929043,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
76,N,0.004,0.02,-0.008368251436880688,0.8368251436880688,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
77,N,0.004,0.02,0.016084968073803014,-1.6084968073803014,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
78,N,0.004,0.02,-0.008133208459236901,0.8133208459236901,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
79,N,0.004,0.02,0.0219415625390478,-2.19415625390478,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
80,N,0.004,0.02,0.02409089216026879,-2.409089216026879,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
81,N,0.004,0.02,0.03772525647760966,-3.7725256477609657,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
82,N,0.004,0.02,0.017337621361156956,-1.7337621361156956,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
83,N,0.004,0.02,-0.0024765940479220374,0.24765940479220375,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
84,V,-0.006,0.045,0.0443465773717335,-4.43465773717335,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
85,N,0.004,0.02,0.014145041613361222,-1.4145041613361222,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
86,N,0.004,0.02,0.011542796561273423,-1.1542796561273423,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
87,N,0.004,0.02,-0.015467442059597887,1.5467442059597887,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
88,N,0.004,0.02,0.016356033659178267,-1.6356033659178266,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
89,N,0.004,0.02,0.0063665875546066765,-0.6366587554606676,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
90,N,0.004,0.02,0.011076858842587817,-1.1076858842587818,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
91,N,0.004,0.02,0.002512292871647539,-0.2512292871647539,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
92,N,0.004,0.02,0.0019115444330831156,-0.19115444330831155,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
93,V,-0.006,0.045,-0.06542673137016956,6.542673137016957,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
94,V,-0.006,0.045,-0.05314216348012362,5.314216348012362,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
95,S,-0.03,0.08,-0.09027296823726161,9.02729682372616,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
96,N,0.004,0.02,-0.010911237101053415,1.0911237101053415,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
97,N,0.004,0.02,-0.02480199865679855,2.4801998656798547,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
98,N,0.004,0.02,0.010176705981902052,-1.0176705981902052,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
99,S,-0.03,0.08,0.004167586055104429,-0.41675860551044286,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
100,N,0.004,0.02,0.0023063580640986635,-0.23063580640986636,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
101,N,0.004,0.02,0.0007750010150633299,-0.07750010150633299,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
102,N,0.004,0.02,-0.0030020809536877215,0.30020809536877213,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
103,N,0.004,0.02,-0.019761797967732503,1.9761797967732502,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
104,N,0.004,0.02,0.00497821463265998,-0.49782146326599797,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
105,V,-0.006,0.045,0.052357995904919095,-5.23579959049191,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
106,S,-0.03,0.08,-0.02181673698099768,2.1816736980997677,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
107,N,0.004,0.02,-0.023968818914665273,2.3968818914665273,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
108,N,0.004,0.02,0.0029378521841833148,-0.2937852184183315,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
109,N,0.004,0.02,0.010387248004268337,-1.0387248004268337,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
110,N,0.004,0.02,0.012772062541614313,-1.2772062541614313,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
111,V,-0.006,0.045,-0.02212813663362801,2.2128136633628013,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
112,N,0.004,0.02,0.007037470872772223,-0.7037470872772223,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
113,N,0.004,0.02,-0.009384629951225593,0.9384629951225594,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
114,N,0.004,0.02,0.016736378773213715,-1.6736378773213716,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
115,N,0.004,0.02,0.0347784936827529,-3.4778493682752902,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
116,V,-0.006,0.045,0.02704106360279271,-2.7041063602792708,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
117,N,0.004,0.02,0.009526944853908498,-0.9526944853908499,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
118,V,-0.006,0.045,0.0427397199329002,-4.2739719932900195,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
119,N,0.004,0.02,0.0040814322485466115,-0.40814322485466115,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
120,N,0.004,0.02,-0.014272248180014383,1.4272248180014384,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
121,N,0.004,0.02,-0.030069649052908407,3.006964905290841,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
122,V,-0.006,0.045,-0.007177839626161742,0.7177839626161743,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
123,N,0.004,0.02,0.00900486092244748,-0.900486092244748,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
124,S,-0.03,0.08,0.03538525431490955,-3.538525431490955,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
125,S,-0.03,0.08,-0.010714527140212628,1.0714527140212629,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
126,N,0.004,0.02,-0.01808551119678294,1.808551119678294,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
127,N,0.004,0.02,-0.0029344359798241463,0.29344359798241465,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
128,N,0.004,0.02,-0.007316404843456454,0.7316404843456454,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
129,N,0.004,0.02,0.06241510513270021,-6.241510513270021,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
130,N,0.004,0.02,0.010379523724056847,-1.0379523724056847,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
131,N,0.004,0.02,-0.017148378046216783,1.7148378046216783,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
132,N,0.004,0.02,-0.015878299477466853,1.5878299477466853,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
133,N,0.004,0.02,-0.02817535300823684,2.8175353008236836,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
134,N,0.004,0.02,0.029356559335665968,-2.9356559335665966,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
135,N,0.004,0.02,0.022792337985992568,-2.279233798599257,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
136,S,-0.03,0.08,-0.03543148296095282,3.5431482960952816,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
137,N,0.004,0.02,0.0013278204164641032,-0.13278204164641033,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
138,N,0.004,0.02,0.0029978772243192337,-0.29978772243192336,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
139,N,0.004,0.02,0.011902663545526463,-1.1902663545526464,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
140,V,-0.006,0.045,0.009769935944022286,-0.9769935944022287,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
141,V,-0.006,0.045,-0.04097134574081756,4.097134574081756,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
142,V,-0.006,0.045,-0.026640313687605714,2.6640313687605714,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
143,N,0.004,0.02,0.010468405549129126,-1.0468405549129125,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
144,V,-0.006,0.045,-0.0269445215656225,2.69445215656225,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
145,V,-0.006,0.045,-0.015369668341434859,1.536966834143486,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
146,N,0.004,0.02,0.014429370640067937,-1.4429370640067936,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
147,N,0.004,0.02,0.02085910125423881,-2.0859101254238808,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
148,S,-0.03,0.08,0.09621669513895442,-9.621669513895442,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
149,N,0.004,0.02,-0.012848177234598412,1.2848177234598412,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
150,V,-0.006,0.045,-0.03882891158260336,3.8828911582603363,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
151,N,0.004,0.02,0.015449747425326371,-1.544974742532637,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
152,S,-0.03,0.08,-0.16719520454032322,16.71952045403232,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
153,N,0.004,0.02,-0.004508810060928533,0.4508810060928533,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
154,N,0.004,0.02,-0.0010983543114329464,0.10983543114329464,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
155,V,-0.006,0.045,-0.036698199150233195,3.6698199150233193,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
156,S,-0.03,0.08,-0.017511626143852745,1.7511626143852745,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
157,V,-0.006,0.045,-0.009164849995877817,0.9164849995877817,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
158,N,0.004,0.02,-0.011459037579787263,1.1459037579787263,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
159,S,-0.03,0.08,-0.03262290922875237,3.262290922875237,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
160,V,-0.006,0.045,-0.11354788144286483,11.354788144286482,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
161,N,0.004,0.02,-0.04513970372889348,4.513970372889347,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
162,N,0.004,0.02,0.03398438422201801,-3.3984384222018007,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
163,N,0.004,0.02,-0.040683837354983876,4.068383735498387,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
164,N,0.004,0.02,-0.013403652971034782,1.3403652971034783,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
165,N,0.004,0.02,0.028117168762188827,-2.811716876218883,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
166,S,-0.03,0.08,-0.19090730434011086,19.090730434011085,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
167,N,0.004,0.02,-0.018487249886046983,1.8487249886046984,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
168,N,0.004,0.02,0.025827782705358075,-2.5827782705358073,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
169,S,-0.03,0.08,-0.11469646359544053,11.469646359544052,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
170,N,0.004,0.02,0.015867428764243602,-1.5867428764243603,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
171,V,-0.006,0.045,0.05165601604177023,-5.165601604177024,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
172,N,0.004,0.02,0.03493548646141394,-3.493548646141394,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
173,N,0.004,0.02,-0.01517360692203858,1.517360692203858,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
174,N,0.004,0.02,0.02674368526844901,-2.674368526844901,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
175,N,0.004,0.02,0.0011477806110303645,-0.11477806110303646,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
176,N,0.004,0.02,-0.017566355476166216,1.7566355476166216,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
177,N,0.004,0.02,-0.02316330029276828,2.316330029276828,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
178,N,0.004,0.02,0.0014787254034152489,-0.1478725403415249,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
179,N,0.004,0.02,0.016180601961130255,-1.6180601961130254,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
180,V,-0.006,0.045,-0.025776088960506337,2.577608896050634,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
181,V,-0.006,0.045,-0.0221774855337803,2.2177485533780303,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
182,N,0.004,0.02,0.04184700175702018,-4.184700175702018,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
183,N,0.004,0.02,-0.02774456812122408,2.774456812122408,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
184,V,-0.006,0.045,-0.008560798374345494,0.8560798374345493,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
185,N,0.004,0.02,-0.012798240813479935,1.2798240813479935,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
186,V,-0.006,0.045,-0.03941944035553987,3.9419440355539868,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
187,N,0.004,0.02,0.03292679015581382,-3.2926790155813817,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
188,N,0.004,0.02,-0.011553158727068646,1.1553158727068646,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
189,V,-0.006,0.045,0.01248939619172785,-1.248939619172785,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
190,N,0.004,0.02,0.013448749026842021,-1.3448749026842022,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
191,N,0.004,0.02,-0.017035933563161076,1.7035933563161076,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
192,N,0.004,0.02,0.021179972786930245,-2.1179972786930246,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
193,V,-0.006,0.045,-0.015972870792295715,1.5972870792295715,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
194,N,0.004,0.02,0.018969846261448757,-1.8969846261448757,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
195,N,0.004,0.02,0.01827132947598771,-1.827132947598771,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
196,V,-0.006,0.045,-0.0424479097424835,4.24479097424835,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
197,N,0.004,0.02,-0.012598484624064595,1.2598484624064594,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
198,N,0.004,0.02,0.0004300426252588992,-0.043004262525889916,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
199,N,0.004,0.02,0.006415283121808849,-0.6415283121808849,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
200,N,0.004,0.02,0.0264428953122456,-2.64428953122456,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
201,N,0.004,0.02,-0.004648339761759638,0.4648339761759638,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
202,N,0.004,0.02,0.027305910971848504,-2.7305910971848504,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
203,V,-0.006,0.045,-0.0029751847678092026,0.29751847678092025,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
204,N,0.004,0.02,-0.010043223752245005,1.0043223752245005,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
205,V,-0.006,0.045,-0.034374114145512585,3.4374114145512586,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
206,N,0.004,0.02,0.012793553182709545,-1.2793553182709545,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
207,N,0.004,0.02,-0.017364394594615144,1.7364394594615145,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
208,S,-0.03,0.08,0.02635688630041031,-2.635688630041031,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
209,N,0.004,0.02,-0.0024690991793886946,0.24690991793886946,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
210,N,0.004,0.02,1.9688656843005678e-05,-0.001968865684300568,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
211,V,-0.006,0.045,-0.11530362185869762,11.530362185869762,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
212,V,-0.006,0.045,-0.007405182537807669,0.7405182537807669,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
